book_id,book_listing,book_author,book_title,book_publisher,book_place,book_year,book_edition,book_size,book_condition,book_notes,book_directory
154,"Buhot, Felix",Gustave Bourcard,Catalogue Descriptif de son Oeuvre Grave facsimile of original 1899 edition,Martin Gordon,NY,1979,,9 x 8 1/8,fine condition,"with additions and revisions by James Goodfriend, 124pp. plus, hard cover, cloth with gold letters, red owl FB",
155,"Buhot, Felix",Gustave Bourcard,Catalogue Descriptif de son Oeuvre Grave(in French),,Paris,1899,,11 x 7,excellent cond,"preface by ArseneAlexandre;  H. Floury; etching frontispiece, portrait of Buhot by FrancoisCourboin, numbered 101 of edition of 150, 124 pp., signed by the author,bound in cloth (leather title top of spine) by Maclehose, Glasgow (originalred paper cov",
156,"Burr, George Elbert",Louise Combes Seeber,"Burr, George Elbert, 1850-1939, Catalogue Raisonne and Guide to the Etched Works",Northland Press,"Flagstaff, Ariz.",1971,,12 x 9 3/8,very good condition,"withBiographical and Critical Notes; 179 pp., hard cover (black cloth), d.j.",
157,"Burr, George Elbert",,The Desert Etchings,Mitchell Brown Gallery,"Tucson, Ariz.",1990,,11 x 8,fine condition,"special edition ofcatalogue, numbered 98 of 750 copies, hard cover, d.j. (slightly worn attop)",
158,"Cadmus, Paul",Una E. Johnson,Prints and Drawings,Brooklyn Museum,NY,1968,,9 x 6,good condition,"research by Jo Miller, MonographNo. 6 in American Graphic Artists series, 66 pp., signed on title page, stiffcardboard covers",
159,"Callot, Jacques",Howard Daniel (ed.),"Callot's Etchings, 338 Prints",Dover,NY,1974,,,fine condition,"hard cover, burgundy cloth withgold letters, d.j. (worn top of spine)",
164,"Cameron, David Young",,The Etchings and Drypoints of Sir D. Y. Cameron,,,,,10 in.  x 7 in.,fine condition,"being a lecture delivered to thePrint Collectors' Club (May 2, 1946) by Harold J.L. Wright; PrintCollectors' Club, London, 1947; numbered 58 of edition of 400 (of which300 are for members of the Club); 48 pp., hard cover, gold letters",
166,"Cameron, David Young",,Fifty Etchings by Sir D.Y. Cameron from the Lady Cameron Collection,The Print Collector's Bulletin,NY,1931,,8 in. x 6 in.,fine condition,"Vol.2, No. 462 pp., soft cover,spine slightly rubbed",
167,"Chahine, Edgar",M.R. Tabanelli,Catalogue de l'Oeuvre Grave (in French),,Milan,1977,,12 5/8 x 10,as new,"preface by LeonardoSciascia; Il Mercante di Stampe, unpag., 429 prints illustrated, numbered 442of edition of 1200, hard cover, blue silk with image and letters in black",
168,"Chamberlain, Samuel",,"Etched in Sunlight, Fifty Years in the Graphic Arts",Boston Public Library,,1968,,12 3/8 x 9,fine condition,"227 pp.,book designed by Chamberlain; hard cover, green cloth with gold, d.j.",
169,"Chamberlain, Samuel",Narcissa Gellatly Chamberlain and Jane FieldKingsland,"The Prints of Samuel Chamberlain, Drypoints, Etchings, Lithograph",Boston Public Library,,1984,,,fine condition,"foreword byPhilip J. McNiff, intro. by David McCord",
170,"Capps, Charles M",Warren L. Shaull with Edwin E. Elliott,Master Printmaker Charles M Capps,Gall and Shaull,"Dodge City, KS",1994,,11 x 8,fine condition,"intro. by Lloyd Foltz, 91 pp.",
171,"Carzou, Jean",Pierre Cailler,Catalogue Raisonne de l'Oeuvre Grave et Lithographie de Carzou,,,1962,,9 x 6,fine condition,"withpreface by Jean Bouret, (in French), Aigle, Switz., numbered 125 of 725copies; 102 plates; soft cover",
175,"Chafetz, Sid",,Thirty Years in Ohio,Ohio Arts Council,,1978,,9 x 8,fine condition,"retrospective exhibition of prints and drawings by SidChafetz, from 1948 to 1978, intro. by James Jordan; unpag.",
176,"Cheffetz, Asa",,New England Engraved the Prints of Asa Cheffetz,Museum of Fine Arts,"Springfield, MA",1984,,9 x 12,fine condition,"foreword by Richard Muhlberger, intro. by Sinclair Hitchings;essays by Janice Throne and Barry Moser, 158 pp., soft cover",
177,"Cheret, Jules",Lucy Broido,The Posters of Jules Cheret,Dover,NY,1980,,12 x 9 3/8,fine condition,"46 full color plates and an illustratedcatalogue raisonne, 60 pp., paperback",
178,Christo (Christo Javacheff),Jorg Schellmann and Josephine Benecke(ed.),"Christo Prints and Objects 1963-1987, a catalogue raisonne",Abbeville Press,"Munich, NY",1988,,,as new,"intro. by Werner Spies; Schellmann;187 pp., over 180 illustrations, of which 66 in color,  hardcover, cloth withwhite letters, d.j.",
179,"Clark, Roland",Ernest Hickok,"A Selection of Prints by Roland Clark, (The Etchings of Roland Clark, 1874-1957)",Summit,NJ,,,8 x 6,fine condition,"23 pp., paperback",
180,John Steuart Curry's Pageant of America,"Schmeckebier, Laurence E.",John Steuart Curry's Pageant of America,American Artist's Group,"New York, NY",1943,,,,,
181,"Corinth, Lovis",Heinrich Muller,Die Spate Graphik von Lovis Corinth,Lichtwarkstiftung,Hamburg,1960,,11 7/8 x 8,fine condition,"(inGerman), 51 pp. plus 918 prints illustrated, numbered 367 of an edition of600, hardcover, cloth with black letters and self portrait front cover",
182,"Corinth, Lovis",,Master Prints and Drawings from the Marcy Family and the National Gallery of Art,National Gallery of Art,"Washington, DC",1993,,11 x 9,fine condition,"catalogue by Christopher B. With, preface by AndrewRobison; 124 pp., soft cover",
183,"Curry, John Steuart","Sylvan Cole, Jr. (ed.)","The Lithographs of John Steuart Curry, a catalogue raisonne",A.A.A,NY,1976,,10 x 8,fine condition,"intro. by Laurence Schmeckebier, 96 pp., soft cover",
184,"Daubigny, Charles Francois",,"Etchings, a selection of unique proof impressions, Charles Francois Daubigny, 1817-1878",William Weston Gallery,London,1983,,6 x 4,fine condition,catalogue No. 5; 47 printspictured and described; soft cover,
185,"Dali, Salvador",Ralf Michler and Lutz W. Lopsinger (ed.),"Catalogue Raisonne of Etchings and Mixed-Media Prints, 1924-1980",Prestel,Munich,1994,,12 x 9,as new,"foreword by RobertDescharnes; 262 pp., English edition, hard cover (red cloth with blackprinting), d.j.",
186,"Dali, Salvador",Ralf Michler and Lutz W. Lopsinger (ed.),"Catalogue Raisonne of Prints II, Lithographs and Wood Engravings, 1956-1980",Prestel,Munich,1995,,12 x 9,as new,"foreword by RobertDescharnes; 192 pp., English edition, hard cover (red cloth), d.j.",
187,"Daumier, Honore",,"Lithographies Originales, rare ou precieuses par Daumier",,,,,10 x 8,fine condition,"Hotel Drouot, Dec. 1966, 426 works,unpag., soft cover; (2nd sale of Collection Rene G.-D.)",
188,"Daumier, Honore",,"The Armand Hammer Daumier Collection, incorporating a collection from George Longstreet",The Armand Hammer Foundation,Los Angeles,1981,,10 x 8,very good condition,"Honore Daumier,1808-1879; foreword by Armand Hammer, preface by Kenneth Donahue,introduction by Agnes Mongan, 278 pp., soft cover",
189,Daumier and Gavarni. With critical and biographical notes by Henri Frantz and Octave Uzanne.,"Holme, Charles",Daumier and Gavarni. With critical and biographical notes by Henri Frantz and Octave Uzanne.,The Studio,"London, England","special number, ",,,$35.00,,
1090,"International Studio, 1910-1911",New York Offices of the International Studio,"International Studio, An Illustrated Magazine of Fine and Applied Art",John Lane Company,New York,1910-1911,,,,"Vol. XLII, Numbers 165 to 168",
190,"Davies, Arthur B.",,The Etchings and Lithographs of Arthur B Davies,Mitchell Kennerley,"NY, London",1929,,12 x 10,interior fine,"compiledand with an introduction by Frederic Newlin Price; unpag., frontispieceportrait and 205 full page illustrations and catalogue;  hard cover (fadedpurple cloth, spine worn); Lucas p. 138; on dedication page inscription inink Òto Minsa (?) Patche",
191,,,A Centennial Exhibition,Munson-Williams-Proctor,"Utica, NY",1962,,9 x 8 3/8,fine condition,"(1862-1928);recollection by Walter Pach, intro. by Harris K. Prior, 16 pp. plus plates,soft cover",
192,"Davis, Stuart",Jane Myers (ed.),Graphic Work and Related Paintings with a Catalogue Raisonne of the Prints,Amon Carter Museum,"Fort Worth, TX",1986,,10 x 10,fine condition,"essay by Diane Kelder, catalogueraisonne by Sylvan Cole and Jane Myers; 96 pp., hard cover (red cloth), d.j.",
193,"Day, Richard",Merle Armitage,The Lithographs of Richard Day,E. Weyhe,NY,1932,,12 x 9,interior fine,"foreward by Carl Zigrosser,numbered 460 of an edition of 500; original lithograph by Day opposite titlepage, signed in pencil; 12 lithographs pictured; hard cover; top half ofspine missing; slip case",
194,,Jean Adhemar and Francoise Cachin,"The Complete Etchings, Lithographs and Monotypes",Chartwell Books; Thames & Hudson,London,1974,,13 x 9,as new,"foreward by John Rewald; Englishtranslation; 290 pp., hard cover",
195,"Degas, Edgar    ",Sue Welsh Reed and Barbara Stern Shapiro,Edgar Degas:The Painter as Printmaker    ,"NY Graphic Society, Little, Brown &Co.",Boston,1984,,11 x 9,fine condition,"contributions by CliffordS. Ackley and Roy L. Perkinson; essay by Douglas Druick and Peter Zegers; 272pp., hardbound (tan cloth with gold letters), d.j.",
196,"Dehn, Adolf",Joycelyn Lumsdaine and Thomas O'Sullivan(compiled by),"The Prints of Adolf Dehn, a Catalogue Raisonne",Minnesota Historical Society Press,St. Paul,1987,,,fine condition,"essays byRichard W. Cox and Clinton Adams; 268 pp., hard cover (black with silverletters), d.j; 141 pp., hard cover, d.j",
197,"Della Bella, Stefano     ",,"Presenting Stefano Della Bella, 17thcentury Printmaker",Metropolitan Museum of Art,NY,1971,,11 x 8,finecondition,,
198,"De Martelly, John Stockton",Vic Zink,John Stockton De Martelly,,,1990,,10 7/8,fine condition,"44 pp., numbered 93 of 500 printed, signed byauthor",
443,"Kokoschka, Oskar",,"Orbis Pictus, The Prints of Oskar Kokoschka, 1906-1976    selected from the collection of Reinhold, Count Bethusy-Huc",Santa Barbara Museum of Art,"Santa Barbara, CA",1987,,11 x 8 in,very good,"foreword by Richard V. West, essays by E.H. Gombrich, Reinhold, Count Bethusy-Huc, Jaroslav Leshko; 104 pp., softcover",
199,"Denis, Maurice",,Catalogue Raisonne de l'Oeuvre Grave et Lithographie de,Editions Pierre Cailler,Geneva,1968,,9 x 6 7/8,good condition,"; 238 illustrations, soft cover",
200,"Derain, Andre",David Sawyer,Prints by Andre Derain,,,,,,,"xerox copy,n.d.  ",
201,"Dine, Jim",Ellen G. D'Oench & Jean E. Feinberg,Jim Dine Prints 1977-1985,Harper & Row,NY,1986,,11 1/4 x 9 3/8,as new,"182 pp., hardcover (black cloth), d.j.",
202,"Dine, Jim",Elizabeth Carpenter,"Jim Dine Prints, a Catalogue Raisonne, 1985-2000",Minneapolis Inst. of Arts,,2002,,12 3/8 x 9 7/8,as new,"essayby Joseph Ruzicka, 255 pp., hard cover (black cloth, gold letters on spine),d.j.",
203,,,Kestner-Gesellschaft Hannover,,,,,8 1/8 x 8 5/8,verygood condition,"March 1970 catalogue, Berlin 1970, ÒComplete GraphicsÓ,essay by John Russell, notes by Tony Towle, Wieland Schmied; unpag., softcover",
204,"Dix, Otto",,Das Graphische Werk,Fackeltrager Verlag,Hannover,1970,,10 x 8,fine condition,"308 pp., (in German),texts by Florian Karsch and Hans Kinkel; hard cover (brown cloth, silverletters), d.j., scarce",
205,"Dow, Arthur Wesley",,"Along Ipswich River, The Color Woodcuts of Arthur Wesley Dow",Hirschl & Adler Galleries,NY,1999,,10 x 9,as new,"essay by David Acton, catalogue by David Acton and Joseph Goddu; 45 pp.,soft cover",
206,"Drewes, Werner",,Woodcuts,National Collection of FineArts,"Washington, D.C.",1969,,10 x 8,good condition,"catalogue by CarilDreyfuss; 32 pp., soft cover",
207,,,"Les Phenomenes, catalogue des travaux de Jean Dubuffet (Fascicule XVI)",Jean-Jacques Pauvert,,1964,,12 7/8 x 8,very good condition,"notes by Max Loreau and Jean Dubuffet; 255 pp., soft cover",
208,"Durer, Albrecht",Walter L. Strauss (ed.),"The Intaglio Prints of Albrecht Durer: Engravings, Etchings and Drypoints",Kennedy Galleries and Abaris Books,,1981,3rd revised edition,12 x 9 3/8,fine condition,"352pp., hard cover (red cloth)",
209,,,"Albrecht Durer, His Prints and his Influence, catalogue",P. & D. Colnaghi,London,1971,,8 x 5 5/8,fine condition,"203works, soft cover",
210,"Durer, Albrecht",Walter Strauss (ed.),"The Complete Engravings, Etchings and Drypoints of Albrecht Durer",Dover,NY,1973,,11 x 8 3/8,very good condition,"120 illustrations, 235 pp., soft cover",
211,"Durer, Albrecht and Hans       ",F. W. Hollstein,"German Engravings,Etchings and Woodcuts, ca. 1400-1700",Menno Herzberger,Amsterdam,1962,,10 x 77/8,fine condition,"edited by K.G. Boon and R.W. Scheller; 279 pp.,hard cover (red cloth with gold letters on spine), d..j.",
212,,Walter L. Strauss (ed.),"The Intaglio Prints of Albrecht Durer, Engravings, Etchings & Drypoints",Kennedy Galleries and Abaris Books,,1981,3rd revised ed.,12 x 9 3/8,fine condition,"352 pp.,hard cover (red and black cloth, gold letters)",
213,,,"Albrecht Durer, his Prints and his Influence, catalogue",P.&D. Colnaghi,London,1971,,,fine condition,"unpag., 203works, soft cover",
214,"Durer, Albrecht",,"Durer Through Other Eyes; his Graphic Work Mirrored in Copies and Forgeries of Three Centuries, an exhibition prepared by studen",Sterling and Francine Clark Art Institute,"Williamstown, MA",1975,,10 x 7,fine condition,"99 pp., soft cover",
215,"Durer, Albrecht",,Albrecht Durer 1471-1971,Prestel-Verlag,Munich,1971,,9 7/8 x 8,very good condition,"catalog of the great Nurnberg exhibitioncommemorating the five hundredth anniversary of Durer's birth.  InGerman. Texts by Hans Kauffmann, Fritz Zink, Ludwig Veit, Ursula Frenzel,Karl-Adolf Knappe, Peter Strieder, Erika Simon; 414 pp. plus ads; 732 wor",
216,"Dussau, Georges",Andre Laurencin,l'Oeuvre Grave 1969-1986,"Musee Denon, Editions Antares",Paris,1986,,9 5/8 x 6 5/8,fine condition,"99 pp., in French, intro. by Jacqueline de Champvalins inFrench, German and English; soft cover,",
217,"Dwight, Mabel",Susan Barnes Robinson and John Pirog,A Catalogue Raisonne of the Lithographs,Smithsonian Inst. Press,Washington and London,1997,,10 x 8,as new,"181 pp., hard cover (brown cloth, whiteletters), d.j.",
218,"Albers, Josef",Brenda Danilowitz,"The Prints of Josef Albers, a Catalogue Raisonne 1915-1976",Hudson Hills Press,NY,2001,,12 in x 9 in,as new,"foreword by Nicholas Fox Weber; 215 pp., hardcover (black cloth with red letters), d.j.",
219,Roy Lichtenstein: Entablature Series,None,Roy Lichtenstein: Entablature Series,"Tyler Graphics, Ltd","New York, NY",1976,,,,,
220,Minaux Lithographe,"Sorlier, Charles",Minaux Lithographer 1948-1973,Leon Amiel Publishers,Paris,1974,,,,,
221,"Armington, Caroline and Frank",Janet Braide and Nancy Parke-Taylor,"Armington, Caroline and Frank, Canadian Etcher-Painters in Paris",Art Gallery of Peel,,1990,,11 in x 9,as new,"184 pp., hardbound (black cloth with silver letters), d.j.",
222,Will Barnet 27 Master Prints,"Sylvan Cole, Jr.",Will Barnet 27 Master Prints,H. N. Abrams,New York,1979,,,,Inscribed by the artist,
1126,Souvenir Serge de Diaghileff's Ballet Russe With Originals by Leon Bakst and Others,None,Souvenir Serge de Diaghileff's Ballet Russe With Originals by Leon Bakst and Others,"Metropolitan Ballet Company, Inc.","New York, NY",1916,,,,,
